track_id,track_name,artists,track_genre,popularity,energy,tempo,valence,intensity
0VpcSl7QEqVEiAZLQFW0rm,Sossego,Tim Maia,brazil,44,0.925,116.362,0.68,{1}
7Gg6RHdXJQeOp7rMChprbT,Vá Morar Com O Diabo - Ao Vivo,Cássia Eller,brazil,44,0.861,100.33,0.814,{1}
6U3PUhdhUHMM8lBqmIg2Ro,Malvadão,Xamã;Damassaclan;Neo Beats,brazil,45,0.851,93.363,0.923,{1}
34FAeDcJSzkMVaPmSKqw8u,44 Problems,Xamã;Bagua Records,brazil,45,0.833,84.041,0.832,{1}
0ADa4dNa5Ua2sGgkM8AyQo,Um Dia de Chuva Qualquer,BK;El Lif Beatz,brazil,44,0.842,90.028,0.725,{1}
0TYKO6toBeKLbyD18AVTNU,Na Fé Firmão,Racionais MC's,brazil,45,0.765,90.014,0.948,{1}
29RKQaclcGpj1stafjGHAZ,"Voar, flutuar",Marcelo Falcão,brazil,44,0.784,92.026,0.377,{1}
3LZsoJCKCTVKIgBR4AQE6u,Naticongo - Ao Vivo,Natiruts,brazil,43,0.871,85.811,0.558,{1}
3GLh1BAax9IkK1TchDyJHq,Nuvens,Tim Maia,brazil,43,0.779,112.548,0.769,{1}
4AJSezeHRUJsQGlnhSQDUM,Cruz de tecido - Ao vivo,O Rappa,brazil,43,0.793,98.582,0.429,{1}
1PGyfLQdgFPXGEtP2b6ovZ,1 X 0 Eu,Dibob,brazil,43,0.851,116.964,0.515,{1}
5YkKpbHgr62AmlkLh2pwDc,O Anjo Mais Velho,O Teatro Mágico,brazil,44,0.816,113.068,0.625,{1}
0Nf3jUIjWFSZfyDbzHnQsk,Afinar as Rezas,Dazaranha,brazil,43,0.796,105.075,0.577,{1}
71rG2xAm9SbCB1Ldtm4PRu,O Jogo Virou,Strike,brazil,44,0.906,98.002,0.655,{1}
2mb4QtEcpgOsc4pSG4ScyD,Cidadão,Zé Ramalho,brazil,43,0.762,113.881,0.707,{1}
29gjSnpSaHYKV62A8uwQ1y,Olhares,Rap Box;Cynthia Luz;Sant,brazil,45,0.782,92.089,0.565,{1}
5ZIudiDY5MR1hBFavDLgC8,Kekw,Yung Buda;Ok Goos,brazil,44,0.932,84.508,0.446,{1}
6Dj1d8YV8ze7ui4De3UuxQ,Vagabundo Também Ama,Oriente,brazil,44,0.799,89.023,0.968,{1}
6SmZgYXem0UdN5vye7h4r5,Visão Ampla,BK;El Lif Beatz,brazil,44,0.781,86.857,0.642,{1}
26WEkO8t9MkvuSWVfidYBP,Backstage,Costa Gold;Haikaiss,brazil,44,0.767,100.392,0.843,{1}
72gKENEDMyQxu1kRPAZKew,Aparte,Kamau;DCazz;DJ Nyack,brazil,43,0.823,94.122,0.625,{1}
3yz4ypggDnJ4N3z3YG6pn2,Hóstia - Ao vivo,O Rappa,brazil,42,0.898,96.878,0.81,{1}
1ERWvLzhdd5izZrkl59TKj,Falo Nada,ConeCrewDiretoria,brazil,43,0.904,95.016,0.714,{1}
34L980Ez8bi6da2zlj7j92,Enjoy the Greatness - Club Mix,Mandragora,brazil,0,0.842,119.04,0.131,{1}
1MRE4GvAvlrvIJrOtcg1sK,Reza vela - Ao vivo acústico,O Rappa,brazil,42,0.78,89.319,0.388,{1}
2ciyvQ4LNxlquE8ch5Nnd5,Ando Só - Ao Vivo,Humberto Gessinger,brazil,43,0.938,116.063,0.429,{1}
5NykfmxWT7UILu4Xd9zk8F,Até Quando Esperar,Plebe Rude,brazil,43,0.871,94.095,0.601,{1}
5teAcN3Pznv5ioR61vDyBF,Cara Esperto,Forfun,brazil,43,0.805,101.869,0.68,{1}
0pQEpNP3VWL57nMfyFR5k2,The End,Yung Buda;Sem dó,brazil,44,0.873,88.549,0.149,{1}
05K51VGmcBMeKzCB88aIOV,Vou Seguir com Fé,Kleber Lucas,brazil,43,0.911,112.163,0.785,{1}
2DMZHED8zAzmrSUgGXgsB9,Jesus Chorou - Ao Vivo,Racionais MC's,brazil,44,0.91,84.602,0.653,{1}
3eMOYZRLqXMBw9aqaFR92P,S.O.S.,Armored Dawn,brazil,54,0.971,107.949,0.36,{1}
0c8GzzMZ2ua7ybYhZvp9wX,Encontrar Alguém,Jota Quest,brazil,44,0.842,110.412,0.798,{1}
0PuB4UCd7xlvRcqEIvGLvM,Não Me Espere,BK;Goribeatzz,brazil,43,0.823,89.833,0.498,{1}
0uYM8AjQwRsVUCPWwZ9Oqb,From Hell do Céu,Black Alien,brazil,43,0.934,82.931,0.946,{1}
6wtfT3wet2DUK5PYU0XHxx,A Sombra da Maldade (feat. Toni Garrido) - Natiruts Reggae Brasil - Ao Vivo,Natiruts;Toni Garrido,brazil,42,0.85,111.992,0.772,{1}
1svDKiz3n0VluHe1kxD0ay,Vida Rasteja / Vassourinha / Voltei Recife / Asa branca / Está bhegando a hora / Frevo no pé da serra (Participação especial João do Pife e Marcos do Pífano) - Ao vivo,O Rappa;Marcos do Pifano e João do Pife,brazil,42,0.77,91.41,0.477,{1}
0VYLCqCYrLo2aZ1mcdVDjH,"Não Compre, Plante!",Planet Hemp,brazil,42,0.78,112.68,0.656,{1}
5BtFkPust4wifo9KOThNGI,Sábado a Noite (feat. Lulu Santos),Cidade Negra;Lulu Santos,brazil,42,0.94,97.135,0.887,{1}
2yMKMPK4B51730EaBIO2KD,Omen,The Prodigy,breakbeat,17,0.955,140.013,0.586,{3}
3NPYT4nilQ6YW1uA8I7orI,Speakerbox (feat. Lafa Taylor),Bassnectar;Lafa Taylor,breakbeat,53,0.934,175.954,0.471,{3}
0D5oADYCG5QbPKk3QEOP1F,Breathe (feat. RZA) [Liam H and Rene LaVice Re-Amp],The Prodigy;RZA;René LaVice,breakbeat,45,0.954,141.911,0.332,{3}
62gxgaPO9glD56Kt17KXFX,Empathy,Bassnectar,breakbeat,42,0.976,140.014,0.337,{3}
0nOSl3LNa48hT8VT2R1Fh8,Lightbringer,Far Too Loud,breakbeat,33,0.941,175.001,0.342,{3}
6cYJBIE9FC1QAoPw5EhdLA,Out of Space,The Prodigy,breakbeat,61,0.944,147.078,0.454,{3}
48vDCZIRmrFO33fH4QU4ij,Smack My Bitch Up,The Prodigy,breakbeat,63,0.995,136.216,0.262,{3}
7C0PzxbsQx59DgGVRsquwJ,Voodoo People - Pendulum Mix,The Prodigy;Pendulum,breakbeat,55,0.96,174.011,0.533,{3}
7oJNgM72SenJwREyTLyzk1,Duppy Destroyers (Sound Boy Killer) - VIP Dub Mix,Deekline;Trigga;David Boomah;Specimen A;Navigator,breakbeat,12,0.921,173.996,0.701,{3}
39wGAAxg1ymlJ1r6acT6Wb,The Entangled - Subtension Remix,Noisia;Subtension,breakbeat,27,0.917,173.409,0.0369,{3}
6GM93QLita5nZknl6G2s4M,Concussion - Mefjus Remix,Noisia;Mefjus,breakbeat,44,0.98,172.039,0.396,{3}
1GKPne6qMhx5hjvo3foaCj,Oh Oh - Futurebound Remix,Noisia;Futurebound,breakbeat,33,0.957,171.992,0.0772,{3}
79CUrU5o2KAVDTNm4x3eGU,Firestarter,The Prodigy,breakbeat,64,0.948,141.507,0.355,{3}
4XKEVz0X1BIDhCAfb782tm,Name Of The Game,The Crystal Method,breakbeat,50,0.933,181.957,0.679,{3}
1gOmVDqb4YmcCNbPA32V3n,Bad Dreams - Nami Remix,Noisia;Nami,breakbeat,29,0.95,174.028,0.519,{3}
7H0MOWplwc6gf2AD1vTSYi,Voodoo People,The Prodigy,breakbeat,56,0.998,149.002,0.37,{3}
64mV4qzHAylzHjD5N5tUxM,Kill That Sound - Benny Page Remix - Edit,Deekline;Brian Brainstorm;Specimen A;Sweetie Irie;MC B-Live;Killa P;Benny Page,breakbeat,25,0.95,173.953,0.176,{3}
5aR0nxizYcoRsuFPWKzda2,All The Way Up,Deekline;Specimen A,breakbeat,43,0.945,174.079,0.437,{3}
5SVWUrkhwUkdSJXa6qdrDg,Warriors of the Night,Datsik;Virtual Riot,breakbeat,42,0.92,150.0,0.453,{3}
2iuZMtHDgYrOifXrmzdJKL,Over It,The Crystal Method;Dia Frampton,breakbeat,29,0.906,139.961,0.45,{3}
099CDDoB54Jf2c5LHF8jf9,BRZL,Bombo Rosa,breakbeat,21,0.944,130.008,0.535,{3}
1j6lrR4BzRGKwvAPfrIcbf,Invaders Must Die,The Prodigy,breakbeat,53,0.9,140.035,0.115,{3}
4OYhOYnrwWDNlOByAdPAHM,Warrior's Dance,The Prodigy,breakbeat,52,0.989,137.015,0.0759,{3}
37jrubWAb4F9TY2GgSRG56,Stop the Rock - Apollo 440 Mix,Apollo 440,breakbeat,54,0.988,150.017,0.595,{3}
2Jb5Qyy37fdGOTJ6iPYq1y,No Good (Start the Dance),The Prodigy,breakbeat,57,0.996,144.993,0.161,{3}
1hyO7a7BioXemywudrAufk,Fall Deeper,Force Mass Motion,breakbeat,24,0.907,134.025,0.823,{3}
6obbgdhRl5PoxiwSXsblYJ,Have Some Fun - Radio Mix,Deekline;Ed Solo;General Levy,breakbeat,23,0.963,174.958,0.435,{3}
6rMrcm5hpCPjxHDfoKUCNL,Ain't Talkin' 'Bout Dub,Apollo 440,breakbeat,21,0.937,163.978,0.657,{3}
10KfeBlwx6L5lTwqlo6mA9,Ragga Tip (Walk & Skank) - Original Mix,Ed Solo;Deekline,breakbeat,22,0.958,174.977,0.85,{3}
7pYbw9aMiIIcl54vlUl17L,Blast Off,Bassnectar;Jantsen,breakbeat,22,0.981,140.0,0.605,{3}
3nHH210MdVkYnt6oe2D7aW,Stop the Rock,Apollo 440,breakbeat,22,0.987,150.006,0.615,{3}
4Xk1z76vpyqwI2TT3KdKA9,We Live Forever,The Prodigy,breakbeat,10,0.952,133.036,0.099,{3}
44vwtFkT18kXmBzuv0RbcB,Within Me,Deekline,breakbeat,19,0.98,173.968,0.52,{3}
0AX2kzQ4pEK3qpa14zZQDO,Every Day Is a Saturday,Pronobozo,breakbeat,43,0.922,140.102,0.395,{3}
1HeCBrZd0A2ub1E8aeZJie,Supermoves,Overseer,breakbeat,45,0.977,135.006,0.419,{3}
5FBgJPVb2akL0l2oXshmjT,Twilight,Aphrodite,breakbeat,18,0.939,175.961,0.466,{3}
0oszUS5wqFqISJasbTjlxT,We Want Your Soul,Adam Freeland,breakbeat,20,0.91,132.988,0.796,{3}
2TbVvu7CINraLQd3LAbP8y,Calling The People,Aphrodite;A-Zone,breakbeat,19,0.98,158.463,0.883,{3}
6RkzgLETKZMdu1ICxe7Cof,Delivering Keys,Deekline;Specimen A,breakbeat,19,0.971,174.103,0.332,{3}
5bIg110ncV1bsSpn7jQ71n,Everybody (Let's Go),Force Mass Motion,breakbeat,19,0.939,138.015,0.663,{3}
0QFk4ZoJ8VnLwaOoZGUbfj,Smack My Bitch Up - DJ Hype Remix,The Prodigy;DJ Hype,breakbeat,20,0.94,170.037,0.568,{3}
0kwc5Tas5xLhJlJdCzaVco,Setting Sun - 2003 Digital Remaster,The Chemical Brothers;Noel Gallagher,breakbeat,20,0.988,135.041,0.191,{3}
0Fqo42vizCUxVKtRuPAaii,Firestarter - Live,The Prodigy,breakbeat,18,0.972,141.599,0.226,{3}
0e7oJ8jq3JUKSMAHPfvV5l,Fashion,Roni Size,breakbeat,19,0.955,164.844,0.499,{3}
4gFL3QgCRx0o1B5KjlkCR1,Get A Life,Freestylers,breakbeat,19,0.952,137.976,0.889,{3}
38n2Mao7yg2HRF2uNaE4iu,Out of Space - Techno Underworld Remix Remastered,The Prodigy,breakbeat,20,0.971,145.044,0.588,{3}
1r9XJGPLAs8P1jLpjYWwKa,Soul Power,Roni Size;DJ Suv,breakbeat,20,0.968,169.806,0.711,{3}
22qvcOFnTZuJcFL22bXyRw,Shut 'Em Up,The Prodigy;Manfred Mann;Public Enemy,breakbeat,19,0.937,199.942,0.319,{3}
5NlW1Be0WYIOFp1gx1b7Kf,Smack My Bitch Up - Noisia Remix,The Prodigy;Noisia,breakbeat,46,0.987,140.01,0.322,{3}
7KUlHzNZlPF1u5Ms4UHuZT,Firestarter - Andy C Remix,The Prodigy;Andy C,breakbeat,49,0.977,174.086,0.335,{3}
1z1rzgTgvyaAG9OcyQTKqY,Soundboy Dying,Deekline;Ed Solo;Navigator,breakbeat,18,0.937,175.017,0.838,{3}
12OsvBfOiDALF8VjMtYzQm,Trust Me,Roni Size,breakbeat,18,0.978,169.879,0.926,{3}
66QpL8l5IJ4ND2Q79MTa3t,Nothing Left 2,Orbital,breakbeat,19,0.903,132.968,0.585,{3}
2QPBB9Vp5ZpcvLgbrnlNCc,777,Aquasky Vs Masterblaster,breakbeat,17,0.966,136.007,0.905,{3}
6MYY6up1n8wB160ZlfKxYS,Old School Vibes,Timo Maas,breakbeat,18,0.945,132.004,0.358,{3}
14cWvz8qrYpqE28cOK53Yy,Green Light - Original Mix,The Breakfastaz,breakbeat,17,0.927,136.981,0.385,{3}
2WCy38oM4VCRZ8AFH68fhx,Share The Fall - Full Vocal Mix,Roni Size;Reprazent,breakbeat,18,0.961,169.828,0.383,{3}
3A5y9pEKtVlRUbliLGg1VX,Sensei,Datsik,breakbeat,36,0.906,150.1,0.281,{3}
29MNXSZGC5vL3ej4qewiFZ,Need Some1,The Prodigy,breakbeat,7,0.988,184.076,0.0961,{3}
6zIkiZqUnSMsuRJ6acyJuD,Out Of Control,The Chemical Brothers,breakbeat,48,0.933,131.964,0.417,{3}
2mHnOX5uBg1n2aQN7UT8lK,The 808 Track (feat. Mighty High Coup),Bassnectar;Mighty High Coup,breakbeat,34,0.956,170.142,0.487,{3}
32kHDuaoARRkNsQCWN5HuL,Ruffneck 09,Ctrl-Z;Freestylers;Navigator,breakbeat,17,0.915,134.978,0.368,{3}
3MTMruG1UOi7jWM45Ejsk4,The Hunted - Blazer Remix,Future Funk Squad,breakbeat,17,0.915,131.988,0.0372,{3}
17LGEj5jCelIqcp1zHhyvX,Sugar Me - Original Mix,Ed Solo;Deekline,breakbeat,17,0.967,174.203,0.732,{3}
0gTg6cak2bH4BMvYbSE5Wy,Now Is the Time,Freestylers,breakbeat,16,0.953,134.884,0.51,{3}
1giEkAjAq5YxaA37WFlctN,Fast Life,Freestylers,breakbeat,16,0.946,137.973,0.751,{3}
4IhStmkacEqmA7vov6SHkR,Real Gangster,Dub Pistols;Seanie Tee;Neville Staple,breakbeat,16,0.937,173.982,0.869,{3}
449z5UnyKYcMjkmgnItHgd,Bad Boy Your Love - Original Mix,Ed Solo;Deekline,breakbeat,17,0.941,174.985,0.637,{3}
397soFmo957c06uceEAZFE,Bass Head - SPL Remix,Bassnectar;SPL,breakbeat,17,0.936,140.043,0.345,{3}
1T3xg3yBbtCv4lc1AA08Nm,Boom Blast,Freestylers,breakbeat,16,0.946,138.036,0.673,{3}
2RjWCcfCOMzKeRJzeoe4h6,Dead Limit,Noisia;The Upbeats,breakbeat,44,0.975,172.106,0.0691,{3}
4KBOnpPbABfXoIQS9Axlh8,Hotride,The Prodigy,breakbeat,44,0.998,156.091,0.598,{3}
6TrsUeqTOaRsKh3fIlpE1t,Born Too Slow,The Crystal Method,breakbeat,41,0.962,130.007,0.875,{3}
2Xh3Mlx364hfwOuibrfPjq,The Box - 30 Something Years Later Mix,Orbital,breakbeat,16,0.956,139.979,0.4,{3}
7rmwtEyVrmLOT0ibOGTB7Y,Take My Love For Granted,Ed Solo;Stickybuds,breakbeat,16,0.91,176.011,0.918,{3}
6lxMmFyXLxgLbxNpJ5Lmt6,Out Of Control - Sasha Remix,The Chemical Brothers;Sasha,breakbeat,16,0.96,131.987,0.806,{3}
4AUxNO54OYjzKBm7LJpgIh,11.55,Roni Size;DJ Die,breakbeat,16,0.983,160.873,0.873,{3}
4j1gILkUs97lR3p4cep0Vp,Dynamite Love (Krafty Kuts vs. Freestylers),Krafty Kuts;Freestylers,breakbeat,15,0.93,135.017,0.894,{3}
6D6WkoEoY59Y6vV2e4y1NA,Soundsystem Entertainer - Original Mix,Ed Solo;MC Spyda,breakbeat,16,0.955,175.003,0.871,{3}
5MrP5dYqiWpjM2unv3M3JK,When I Was a Yout - Ed Solo Remix,Ed Solo;Skool Of Thought,breakbeat,16,0.964,174.982,0.673,{3}
1ZSLrF2IXL1fWipT0qjLzq,Full Tank - Edit,Ed Solo;Bengal,breakbeat,15,0.937,174.987,0.274,{3}
2O5PhBSNI3cN4VoVOYSfRt,Mantra,Noisia,breakbeat,34,0.953,172.134,0.0396,{3}
0y9Qd9Ue3F3EJTssArRvcW,Two Bass,Aphrodite,breakbeat,15,0.951,176.07,0.323,{3}
2mNugadSiU49kC0YlhSkyX,2 Freaks - Original,Rennie Pilgrem;BLIM;MC Chickaboo,breakbeat,15,0.908,131.903,0.717,{3}
7xjI0VdfXwb0ARZDxBCNmC,Spit It Out - Mixed,The Breakfastaz,breakbeat,15,0.929,137.987,0.136,{3}
6CnsWmopKWnQyXebUmFoui,History Repeating - Ankle Length Mix,Propellerheads;Shirley Bassey,breakbeat,15,0.969,143.991,0.823,{3}
5Xq5nyXyJJJnPJq3NAPgHg,Bam Bam - Serial Killaz Remix,Ed Solo;Deekline,breakbeat,15,0.961,176.058,0.795,{3}
4KF4ToZTI4Rr7pUDzle2iu,Keep the Fire Burning,Dub Pistols;Justin Robertson,breakbeat,15,0.977,140.011,0.963,{3}
1A2kbdAEYvgOFvvmw0CYY5,The Slammer,Freestylers,breakbeat,15,0.979,138.022,0.356,{3}
4W0FNDTdHWp5o9FekgGRYQ,Just Saiyan',Datsik,breakbeat,40,0.994,149.991,0.341,{3}
79BvRJogyqRwCuXH2OtbeN,Break It Down!,Huda Hudia;DJ30A,breakbeat,13,0.973,133.992,0.365,{3}
2khhFANlFfpuC4MgV2Dbwc,Now (feat. Rye Rye),Bassnectar;Rye Rye,breakbeat,37,0.952,140.025,0.517,{3}
5abapJVJtD7hkCVAQZseId,All Or Nothing,Datsik,breakbeat,16,0.954,140.016,0.319,{3}
2VEyRBSTePcHdGoWTwPgS9,Smack Alors On Danse - Dub Edit,Shade k;Terrie Kynd,breakbeat,14,0.901,132.035,0.825,{3}
1KXUknH6OZ3T9AxdK2vjJ5,Whistleblower,Roni Size;Krust,breakbeat,16,0.91,173.986,0.272,{3}
2asAaGzkVm1RyIz26bp2N3,Superbad,Aquasky,breakbeat,15,0.946,139.948,0.883,{3}
3GUWE1v3DRka0dygt6dE1d,Pounding - Dirtyphonics Remix,Krafty Kuts;Dynamite MC;Dirtyphonics,breakbeat,14,0.939,139.958,0.553,{3}
7lG67mcXgaAqXh1reT6oqe,Isolate - BETA Remix,Future Funk Squad;The Crystal Method,breakbeat,15,0.962,132.435,0.503,{3}
7d5p80uHWB7IoImgpxUNWg,Turf Wars,Datsik;Protohype;Init,breakbeat,15,0.96,145.065,0.2,{3}
5TFfKIjipFrTMBKca4UMvF,Rok-Weiler,The Prodigy,breakbeat,36,0.92,154.014,0.321,{3}
3jonrSfDYisR7r7pReY9VV,Find Me (feat. Excision & Dion Timmer),Datsik;Excision;Dion Timmer,breakbeat,39,0.964,149.986,0.198,{3}
2FGnMGgQ34MFVY23Ck2atR,Hammerhead,Overseer,breakbeat,38,0.935,141.999,0.6,{3}
1ODvkzAsBBdpTR0Pp3L86C,Break & Enter,The Prodigy,breakbeat,43,0.935,138.053,0.566,{3}
2P2WxNOdEjjJ98dIeajyqu,Stop The Rock,Apollo 440,breakbeat,45,0.987,150.006,0.615,{3}
0C0cK8mAUMjoFa8iQ0RZi3,The Boxer - Radio Edit,The Chemical Brothers,breakbeat,15,0.994,193.914,0.706,{3}
097d4LOjaFAkKdWEbLWLy1,Bomber,Aphrodite,breakbeat,14,0.988,168.005,0.383,{3}
2qRrm8JIClfFaXlt0UHxvi,Flashback,The Chemical Brothers,breakbeat,15,0.979,140.142,0.32,{3}
5llnazUy1qLRLh6qnQVXzk,JZ In Paris - Original Mix,Deekline,breakbeat,14,0.987,135.009,0.867,{3}
6rjRxpaovHHoX2KhVrOwQb,Like Love,Timo Maas,breakbeat,14,0.913,131.018,0.231,{3}
3BlCwgDsg0FYDfsZuYz7CD,Two Generals,Dub Pistols;Ragga Twins,breakbeat,14,0.948,175.949,0.187,{3}
039KJdHDEFlY8jvPNkKJZM,Change My Life,Roni Size,breakbeat,15,0.975,164.822,0.476,{3}
5ggp1eeJcKP6Upajs0Zxlm,Got It Like That,Ed Solo;Skool Of Thought;Bukue One;Carl Faure,breakbeat,14,0.948,131.926,0.673,{3}
2Izg9QeyEMClNaUAbhdOxo,We Are The Ruffest,The Prodigy,breakbeat,14,0.987,145.026,0.324,{3}
1QERrDBVuPiJFqnTsoyC6I,All Your Love - Deekline & Wizard Club Mix,Deekline & Wizard,breakbeat,14,0.96,134.046,0.0741,{3}
7ywbfU4xi8TIBnzfAzLTTN,Out of Body Experience - Globe All Mix,Rabbit In The Moon;Tori Amos,breakbeat,14,0.954,134.996,0.332,{3}
56rOkP9wTPP0PvmsJDNrkB,Reaching Out,Bassnectar,breakbeat,42,0.925,176.009,0.145,{3}
7Cc6AryZQcJRVX2ZKYNp5g,Incessant - IMANU Remix,Noisia;IMANU,breakbeat,42,0.954,172.029,0.474,{3}
4n0bY7nhHGiT1wQMC0KRPb,Shift,Noisia;IMANU,breakbeat,36,0.935,171.988,0.142,{3}
6TBRzQZTvFGCeYG4ScStnt,Get Kinky,Plump DJs,breakbeat,13,0.906,136.076,0.495,{3}
40R59uxu1TdnkNkg7tDram,Blazing,Keith Mackenzie;DJ Fixx;Whiskey Pete,breakbeat,13,0.985,130.048,0.436,{3}
4qWW2c8QoKOS2hIX2m1Pct,Death Ray,Far Too Loud;Getsix;CRT Weekend,breakbeat,16,0.955,173.971,0.401,{3}
2KuHji0x6GoA9Ho3DFAzJC,The Gate,Plump DJs,breakbeat,13,0.995,132.052,0.716,{3}
2tKXrorgfX5RzIyuHlv8Dn,8-Track,Drumattic Twins,breakbeat,14,0.931,131.941,0.962,{3}
2gRSdWB9valGthX00IwQCv,Lava Flow,Aphrodite,breakbeat,13,0.984,173.998,0.49,{3}
2gGziDLQLuvEsgOsSWsKiC,Wheres the Beef?,Stanton Warriors,breakbeat,14,0.971,130.015,0.177,{3}
5RBJJqgq95xRoDaIWnzCkM,Tower Bass,Aphrodite,breakbeat,14,0.989,173.988,0.799,{3}
5giYbSpWrpWFcdrIhDdYaD,Handz Sky Up (feat. Sporty-O) - Original Mix,Baymont Bross;Sporty-O,breakbeat,14,0.902,130.035,0.85,{3}
2NXkqNCXItUKyj5aZiBou1,All That She Wants - Original Mix,Ed Solo;Fak Scratch;Ganja Burn Fyah,breakbeat,14,0.982,173.057,0.75,{3}
71wZVQMJcxrZQxXmTKoxU8,Turn Me Out - Dylan Rhymes Remix,Meat Katie;Christian J;Dylan Rhymes,breakbeat,14,0.922,131.968,0.684,{3}
1EUeDFq2zNP784GPaRs9aH,The Boxer,The Chemical Brothers,breakbeat,44,0.99,193.93,0.663,{3}
3wzcxLTGnPaJukGUqhkvMY,Somali Funk,Stanton Warriors,breakbeat,40,0.944,130.027,0.521,{3}
0Sb0b4S2suGAhsuYnP4gj1,Zero,Datsik;Protohype,breakbeat,13,0.96,139.985,0.193,{3}
5qTixEL6DIvXM7PY5MFRgT,Run with the Wolves,The Prodigy,breakbeat,44,0.955,165.943,0.244,{3}
65lXKIwtMPW2HCr4CvLPiZ,Under The Influence,The Chemical Brothers,breakbeat,44,0.936,134.963,0.0922,{3}
1Lu4MHevzkeT1KeNUyU3Wo,Symphony - Original Mix,Hybrid,breakbeat,14,0.91,131.884,0.486,{3}
2BeDNfCQGt0hmmHOC5Mdu3,Have Some Fun - Club Mix,Deekline;Ed Solo;General Levy,breakbeat,13,0.961,175.032,0.518,{3}
4NHDT67YFW84LJPbDHdQo5,Security,Freestylers,breakbeat,13,0.907,133.045,0.483,{3}
2qJX7tKJrJYqfV4Qf2uPhh,Chalice,Dub Pistols;General Jah Mikey,breakbeat,13,0.928,175.083,0.467,{3}
378IgtHvaJRuKjiKx9PTxQ,Dancehall Thrilla,Deekline;Wizard,breakbeat,13,0.964,138.054,0.562,{3}
3i4ECmpqIOYdm3wPAF8lKi,Electronic Battle Weapon 6,The Chemical Brothers,breakbeat,14,0.934,139.946,0.32,{3}
3JT4mPrjHOCqqIlAtQESce,Electronic Battle Weapon 10,The Chemical Brothers,breakbeat,14,0.923,131.957,0.774,{3}
1ntP25clySM19SesaBvKPb,Lords of Motion (Breaks Remix) [Aquasky Vs. Masterblaster],Aquasky;Master Blaster,breakbeat,14,0.914,138.044,0.929,{3}
1aMV2OFF5veqkOzEcEDgYL,Reality Check (ft. Tenor Fly),Freestylers;Tenor Fly,breakbeat,12,0.961,174.064,0.797,{3}
5uiSORQVySTbbtuuJETfre,Love Story (vs Finally) - Tim Deluxe Radio Mix,Layo & Bushwacka!;Tim Deluxe,breakbeat,52,0.929,131.942,0.509,{3}
02X5Rff4oFN7HQyy8IAnE4,Slow Motion - Original Mix,DJ Fixx,breakbeat,32,0.953,160.048,0.743,{3}
7gJ8X7H3mlQXZjhwwXD2YJ,Fx,Yo Speed,breakbeat,12,0.952,130.004,0.448,{3}
4vdOkAa2BXmuI8DsNUmOUr,Rise & Shine,Bassnectar,breakbeat,14,0.949,139.806,0.174,{3}
2pLk1Ai5K7mizKf2JMXxbk,Make'Em Touch - Original Mix,DJ Fixx,breakbeat,13,0.948,150.037,0.777,{3}
0MF391cptMRWJwkIynqf5V,"Lost in the Crowd (feat. Fashawn, Zion I)",Bassnectar;Jantsen;Fashawn;Zion I,breakbeat,38,0.941,140.018,0.861,{3}
6m7rgW9CmT4oJWLQSZnesA,Brick City,Deekline,breakbeat,13,0.91,174.883,0.582,{3}
1I2OwO2Z6tMdahxDcH3p1H,Break Ya King - Dub Edit,Shade k;Terrie Kynd,breakbeat,12,0.927,131.996,0.4,{3}
5X2RBFejNGxZdKpNVdJBEN,Amorphous Form,Bassnectar;Souleye;E-Note,breakbeat,13,0.925,168.108,0.681,{3}
7JH1SXxxIapo0FDBWVdKPo,Bang On!,Propellerheads,breakbeat,12,0.972,146.88,0.188,{3}
38BkqQw3p2fwjkj09ZFeAv,You Make Me Feel - Under This Remix,Deibeat;Under This,breakbeat,13,0.995,132.027,0.0374,{3}
06XUJrZGYFrPzuKaRNnFGa,Mad Cat,Roni Size,breakbeat,14,0.989,169.67,0.604,{3}
0R80NLclxt2RkMaPV84zra,Hi-Potent,Roni Size,breakbeat,14,0.951,164.822,0.354,{3}
31p6tz8zQMBS8oaNKwkoAm,Kick It - Mixed,The Breakfastaz,breakbeat,13,0.976,137.957,0.476,{3}
13gfAdLln2IT8u7oK41JDR,No No No - Serial Killaz Remix,Deekline;Ed Solo;Serial Killaz,breakbeat,13,0.941,176.022,0.895,{3}
3klP0PwUz08y6CB8NIUM0A,Sensi - Original Mix,Ed Solo;Deekline,breakbeat,13,0.936,175.025,0.585,{3}
2jv4OlzLv7sfhKiZmm9Eb2,Wild Frontier,The Prodigy,breakbeat,34,0.961,139.988,0.301,{3}
6QNVYknUkjgXMHN44LllzC,No Good (Start The Dance) - Edit,The Prodigy,breakbeat,40,0.942,144.996,0.207,{3}
5JBGbFdBtLcCCygw8rtjli,Setting Sun,The Chemical Brothers,breakbeat,45,0.995,135.041,0.248,{3}
5mXU1591cqRwwJ43f6GcjL,Fuel My Fire,The Prodigy,breakbeat,40,0.955,170.002,0.682,{3}
5kq4cOYBKq6WKyooOwCJzo,Get Up,Stanton Warriors;Ruby Goe;Hollywood Holt,breakbeat,13,0.906,130.029,0.931,{3}
2lsnaNYNdxcFttAfS8eIzY,The Diamond Sky,The Chemical Brothers,breakbeat,12,0.974,190.342,0.534,{3}
0NJRfzA1C4lY12TF8g9pGa,The One (feat. Laura Steel) [Danny Byrd Remix],Stanton Warriors;Danny Byrd,breakbeat,13,0.938,173.995,0.53,{3}
